会员卡号,入会时间,性别,会员卡级别,工作地,所属国家,年龄
21040,2008/9/30,男,4,上海,CN,38
38458,2007/10/7,男,4,福建,CN,53
34129,2012/12/7,女,4,吉林省,CN,33
38730,2008/3/26,女,4,广东,CN,45
5777,2012/4/21,女,4,安徽,CN,32
35055,2013/1/9,男,4,辽宁,CN,44
6302,2012/5/2,男,4,新疆,CN,36
41456,2011/8/22,男,4,广东,CN,58
45065,2009/12/8,女,4,广东,CN,42
58830,2010/6/19,男,4,广东,CN,37
8843,2006/4/4,男,4,新疆,CN,63
39927,2009/11/13,男,4,上海,CN,56
9953,2007/1/13,男,4,辽宁,CN,53
53892,2007/10/10,男,4,黑龙江,CN,58
55975,2012/12/16,女,4,江苏,CN,36
14081,2011/6/28,男,4,上海,CN,54
42252,2012/1/21,男,4,上海,CN,39
52378,2013/1/21,男,4,广东,CN,47
28765,2012/6/27,女,4,广东,CN,41
54847,2006/7/12,女,4,北京,CN,42
6553,2012/5/17,男,4,上海,CN,44
6571,2012/10/18,男,4,上海,CN,40
998,2007/1/9,男,4,保定,CN,38
26873,2007/4/11,男,4,黑龙江,CN,58
34075,2012/10/1,女,4,广东,CN,30
21218,2008/5/9,女,4,广东,CN,42
59607,2011/6/24,男,4,北京,CN,25
48435,2008/7/13,男,4,湖北,CN,36
22066,2009/3/21,男,4,,HK,54
47171,2005/3/5,女,4,海南,CN,41
47909,2007/12/6,男,4,广东,CN,48
59336,2011/6/8,男,4,广东,CN,31
19360,2007/6/10,男,4,上海,CN,42
14540,2011/4/9,女,4,广东,CN,40
2061,2005/1/16,男,4,北京,CN,48
15823,2012/8/16,女,4,福建,CN,41
32896,2012/6/9,男,4,新疆,CN,48
24764,2012/7/6,女,4,广东,CN,47
40313,2010/10/26,男,4,广东,CN,46
29603,2007/8/16,女,4,海南,CN,28
57786,2008/12/2,女,4,,PH,62
19298,2007/4/5,男,4,广东,CN,55
45580,2005/12/20,男,5,湖北,CN,36
23263,2012/2/21,男,4,HO CHI MINH,VN,55
10698,2012/5/29,女,4,湖南,CN,35
1544,2011/7/29,男,4,上海,CN,34
12471,2008/8/2,男,4,京都府,JP,63
57340,2008/6/28,男,4,广东,CN,38
5993,2012/2/3,女,4,广东,CN,29
28396,2010/1/19,男,4,北京,CN,48
39153,2008/4/30,女,4,北京,CN,
2085,2005/2/26,男,4,,HK,69
30608,2008/10/23,男,4,广东,CN,47
29829,2007/7/25,男,4,上海,CN,54
55687,2011/10/15,女,4,广东,CN,30
28342,2008/10/28,女,4,湖南,CN,52
40941,2012/9/27,男,4,.,CN,40
61549,2009/4/13,男,4,吉林,CN,54
17063,2012/12/20,男,4,山东省,CN,67
30254,2008/5/22,女,4,上海,CN,39
59887,2012/3/24,男,4,山西,CN,65
37554,2011/6/3,男,4,北京,CN,29
21364,2009/11/21,男,4,,JP,56
12251,2008/6/8,男,6,广东,CN,46
18732,2006/3/1,男,4,广东,CN,52
29179,2005/5/7,男,4,北京,CN,43
54192,2010/12/13,女,4,上海,CN,36
24339,2012/4/24,女,4,广东,CN,59
51114,2011/11/2,男,4,广东,CN,52
51404,2012/4/4,男,4,上海,CN,42
57069,2008/2/8,男,4,上海,CN,35
15962,2013/1/19,男,4,Seoul,KR,29
35151,2011/4/26,男,4,.,CN,54
4009,2009/4/27,男,4,广东,CN,46
7115,2012/10/19,男,4,北京,CN,28
60608,2012/7/16,男,4,江苏省,CN,38
16058,2012/9/20,男,4,上海,CN,34
62416,2011/11/23,男,4,新疆,CN,50
9456,2013/3/19,男,4,广东,CN,27
25574,2013/2/14,男,4,辽宁,CN,55
39372,2009/7/13,男,4,,CN,48
62524,2006/10/17,男,4,浙江,CN,51
31045,2010/10/31,女,4,广东,CN,32
35393,2011/6/17,男,4,新疆,CN,28
23752,2012/1/24,男,4,北京,CN,49
53391,2011/5/26,男,4,新疆,CN,42
33178,2011/11/19,男,4,重庆,CN,42
53459,2011/7/4,男,4,浙江,CN,47
15544,2012/7/17,男,4,.,CN,56
14703,2012/3/3,男,4,广东,CN,39
47313,2005/7/15,女,4,上海,CN,33
25197,2012/10/25,男,4,山西,CN,48
8057,2010/7/3,女,4,广东,CN,39
37631,2011/12/25,女,4,广东,CN,36
33482,2012/7/28,男,4,河南,CN,36
59267,2011/8/12,女,4,新疆,CN,35
24823,2012/6/26,男,4,广东,CN,40
34474,2013/3/27,男,4,广东,CN,32
32721,2012/4/15,男,4,浙江,CN,33
44844,2009/1/16,男,4,,CN,44
44942,2006/4/5,男,4,新疆,CN,40
55988,2013/1/7,男,4,广东,CN,38
1150,2007/5/13,男,4,上海,CN,58
10383,2010/7/13,女,4,北京,CN,39
39635,2008/11/6,男,4,北京,CN,43
18388,2011/7/9,男,4,广东,CN,38
1949,2013/2/25,男,4,辽宁,CN,34
18117,2008/12/3,女,4,新疆,CN,38
31113,2009/8/12,男,4,北京,CN,45
1602,2011/12/7,男,4,广东,CN,45
26330,2011/12/9,男,4,.,CN,32
35502,2006/1/24,男,4,辽宁省,CN,57
53107,2012/4/11,男,4,辽宁,CN,42
37598,2011/9/29,男,4,广东,CN,29
1139,2007/5/20,男,4,,TW,51
33850,2012/10/9,男,4,Gyeonggi-do,KR,49
51987,2012/10/6,男,4,Seoul,KR,42
60172,2012/1/31,女,4,广东,CN,35
2693,2008/3/15,男,4,广东,CN,46
55056,2006/12/27,男,4,山东省,CN,47
58150,2009/4/18,男,4,广东,CN,44
33606,2012/8/2,男,4,北京,CN,39
55508,2010/8/6,男,4,上海,CN,43
58397,2009/11/11,男,4,黑龙江,CN,40
42906,2012/9/16,女,4,,HK,44
33228,2012/1/24,女,4,广西,CN,46
32504,2011/5/17,男,4,广东,CN,34
26713,2007/8/16,男,4,北京,CN,
8301,2010/9/13,男,4,新疆,CN,34
5588,2012/7/7,男,4,吉林省,CN,48
36930,2006/11/12,男,4,北京,CN,40
19789,2012/1/20,女,4,北京,CN,38
29295,2005/8/24,男,6,广东,CN,44
45605,2006/2/1,男,4,湖北,CN,47
39655,2008/10/24,男,4,广东,CN,45
17578,2011/8/18,男,4,新疆,CN,43
49295,2009/11/17,男,4,北京,CN,35
12448,2008/9/28,女,4,广东,CN,48
38756,2007/9/26,男,4,北京,CN,47
37454,2010/8/3,男,4,四川,CN,34
48692,2008/9/10,男,4,,AE,50
25217,2012/12/16,男,4,广东,CN,26
29327,2005/9/24,女,4,广东,CN,38
37332,2009/2/19,男,4,广东,CN,41
42574,2012/7/28,男,4,`,CN,31
11278,2005/8/26,男,4,广东,CN,45
32018,2011/9/2,女,4,北京,CN,46
48503,2010/4/5,男,4,上海,CN,45
29056,2004/12/1,女,4,北京,CN,52
51875,2012/9/7,男,4,.,CN,60
59027,2011/3/17,女,4,广东,CN,30
62107,2012/10/24,女,4,.,CN,28
62518,2006/7/24,男,4,辽宁,CN,48
2166,2005/5/6,男,4,贵州,CN,51
114,2010/11/25,女,4,广东,CN,29
21233,2008/4/20,男,4,陕西,CN,42
18511,2012/5/29,男,4,广东,CN,40
46139,2007/3/13,男,4,辽宁,CN,51
42056,2012/1/17,男,4,Wisconsin,US,44
21000,2008/3/9,男,4,广东,CN,34
5124,2011/9/9,男,4,福建,CN,33
21384,2008/11/13,男,4,福建,CN,42
11647,2007/12/14,男,4,北京,CN,57
19231,2007/2/8,男,4,广西,CN,36
5554,2011/8/23,男,4,上海,CN,27
54854,2006/7/26,男,4,广东,CN,47
17988,2008/6/21,女,4,黑龙江,CN,37
41419,2011/11/22,男,4,广东,CN,39
55085,2007/1/15,男,4,广东,CN,46
22484,2010/3/9,男,4,广东,CN,46
55861,2012/8/13,男,4,江苏,CN,33
62415,2012/8/15,男,4,新疆,CN,43
28338,2008/11/1,女,4,广东,CN,39
14100,2011/4/10,男,4,KANAGAWA,JP,37
50043,2010/10/1,女,4,广东,CN,32
13792,2010/5/12,男,4,北京,CN,41
50431,2011/7/9,男,4,香港,CN,45
35605,2007/1/21,男,4,吉林,CN,56
55042,2006/12/9,男,4,CA,US,46
37993,2004/11/4,男,4,上海,CN,62
4680,2010/11/5,男,4,广东省,CN,46
38855,2008/1/11,男,4,北京,CN,37
58129,2009/10/3,女,4,CN,CN,54
42002,2012/9/4,男,4,广东,CN,28
27018,2007/7/13,男,4,新疆,CN,58
19301,2007/4/4,男,4,浙江,CN,59
2074,2005/2/8,男,4,广东,CN,48
23384,2011/11/16,男,4,AICHI-KEN,JP,44
24011,2011/12/18,女,4,-,HK,45
14219,2012/4/5,男,4,陕西省,CN,45
12946,2009/6/18,男,4,湖北省,CN,46
949,2006/11/25,男,4,福建,CN,34
32689,2011/7/14,女,4,北京,CN,44
39447,2009/12/16,男,4,OSAKA,JP,37
53781,2008/2/23,女,4,吉林,CN,42
36007,2009/11/27,男,4,江苏,CN,34
5732,2011/9/7,女,4,重庆,CN,23
26329,2011/5/15,男,4,福建,CN,37
9907,2006/11/24,男,4,北京,CN,35
60466,2012/4/17,男,4,-,CN,38
2494,2007/7/31,男,4,北京,CN,57
18115,2009/7/11,女,4,.,CN,48
54055,2009/4/30,男,4,,HK,48
8882,2006/12/10,男,4,新疆,CN,39
2158,2005/4/23,男,4,,CN,44
44642,2006/7/10,男,4,辽宁省,CN,41
23377,2011/9/29,男,4,吉林省,CN,39
47612,2008/6/29,男,4,上海,CN,51
46856,2012/7/29,女,4,上海,CN,31
60525,2012/10/2,女,4,河南省,CN,54
27202,2010/12/13,女,4,辽宁,CN,29
16909,2011/5/1,男,4,辽宁省,CN,54
42067,2012/1/14,男,4,北京,CN,40
21444,2008/7/22,男,4,上海,CN,41
25595,2013/3/10,男,4,广西,CN,37
59923,2012/1/5,女,4,上海,CN,28
12986,2010/10/1,女,4,北京,CN,43
6675,2012/8/24,女,4,辽宁,CN,24
43940,2012/2/21,女,4,辽宁,CN,25
50988,2011/11/1,男,4,上海,CN,35
26242,2010/3/12,男,4,黑龙江,CN,49
61305,2013/3/12,男,4,吉林省,CN,29
16222,2013/1/18,男,4,广东,CN,28
32515,2012/3/19,女,4,.,CN,28
48285,2008/5/28,男,4,,MY,61
37446,2010/7/6,男,4,吉林省,CN,39
60271,2011/11/17,男,4,广东,CN,21
36754,2006/6/20,男,4,广东,CN,64
35083,2011/2/9,女,4,黑龙江,CN,32
59892,2011/9/26,男,4,浙江,CN,30
5533,2011/5/19,男,4,,TW,52
15743,2012/7/16,女,4,北京,CN,35
28642,2011/9/18,男,4,广东,CN,54
55881,2012/8/25,男,4,北京,CN,37
22664,2010/4/19,男,4,广东,CN,30
30144,2008/9/14,女,4,NSW,AU,39
54908,2006/9/1,男,4,北京,CN,49
42908,2012/8/14,男,4,北京,CN,43
25875,2009/10/15,男,4,吉林,CN,44
7401,2013/2/22,男,4,.,CN,39
18539,2012/7/21,男,4,广东,CN,34
3152,2008/4/16,男,4,广东,CN,53
46842,2012/6/12,女,4,吉林,CN,48
32239,2011/4/8,女,4,北京,CN,31
34052,2012/10/24,女,4,广东,CN,23
518,2013/3/17,女,4,广西,CN,41
57618,2008/10/11,男,4,香港,HK,63
20326,2005/6/10,男,4,,CN,42
6086,2011/11/16,女,4,上海,CN,31
40397,2010/1/16,女,4,北京,CN,31
56286,2005/6/2,男,4,上海,CN,42
12520,2009/2/14,男,4,天津,CN,34
32902,2012/2/20,女,4,.,CN,38
51585,2012/10/6,男,4,福建,CN,29
25071,2012/8/22,男,4,上海,CN,32
57019,2008/2/19,男,4,海南,CN,38
285,2011/8/15,男,4,上海,CN,31
3805,2009/3/23,男,4,广东,CN,37
14491,2012/10/19,女,4,.,CN,29
22991,2010/11/15,男,4,黑龙江,CN,49
21309,2008/5/25,男,4,广东,CN,38
40599,2010/4/25,男,4,湖北,CN,45
26291,2012/10/8,男,4,黑龙江,CN,48
18175,2010/4/5,男,4,广东,CN,41
34371,2013/3/27,男,4,.,CN,40
44128,2012/4/15,男,4,湖南,CN,46
19292,2007/4/4,男,4,广东省,CN,39
51942,2012/10/12,男,4,,CN,44
2950,2007/12/27,男,4,海南,CN,62
54120,2010/8/8,男,4,北京,CN,35
11042,2005/2/1,男,5,广东,CN,46
16304,2012/12/21,男,4,上海,CN,36
50580,2011/7/28,男,4,.,CN,35
28347,2009/1/24,女,4,广东,CN,30
32358,2011/11/29,男,4,北京,CN,41
57979,2009/3/22,男,4,黑龙江,CN,46
48688,2009/1/8,男,4,北京,CN,62
33745,2012/9/18,女,4,辽宁,CN,29
59620,2011/10/18,男,4,广东,CN,49
15685,2012/4/28,男,4,广东,CN,40
20925,2008/1/16,男,4,广东,CN,35
24120,2012/9/14,男,4,天津,CN,34
51814,2012/10/6,男,4,广东,CN,28
48636,2008/10/19,男,4,甘肃,CN,53
8516,2006/3/23,女,4,吉林,CN,46
31995,2011/3/4,女,4,上海市,CN,43
24145,2012/11/22,女,4,广东,CN,29
61573,2009/6/9,男,4,广东,CN,41
28489,2010/11/18,女,4,广东,CN,37
36241,2011/6/24,男,4,北京,CN,34
24871,2012/8/15,男,4,广东,CN,52
50478,2011/6/17,男,4,广东,CN,43
25503,2013/1/11,男,4,广东,CN,39
16744,2010/6/7,男,4,北京,CN,37
19504,2009/10/4,男,4,广东,CN,33
59977,2012/2/20,男,4,北京,CN,29
51830,2012/8/27,男,4,黑龙江,CN,28
15945,2012/8/24,男,4,北京,CN,36
24596,2012/6/17,女,4,辽宁,CN,40
51099,2011/11/24,男,4,上海市,CN,31
16891,2010/6/20,男,4,上海,CN,38
26511,2011/6/11,男,4,新疆,CN,38
14548,2011/11/1,男,4,辽宁,CN,46
28687,2012/3/7,男,4,广东,CN,32
25555,2013/1/1,男,4,贵州,CN,51
17473,2010/12/13,男,4,陕西,CN,49
50954,2012/2/10,男,4,北京,CN,32
26334,2011/5/31,男,4,.,CN,46
29648,2007/10/15,男,4,河南,CN,47
30530,2008/8/7,男,4,,SG,40
43894,2010/10/21,男,4,北京,CN,64
43661,2009/8/28,男,4,北京,CN,44
10299,2009/6/6,男,4,江苏,CN,37
29225,2005/6/24,男,4,,CN,43
52249,2013/1/18,男,4,河南,CN,51
1333,2009/9/16,男,4,贵州,CN,37
24731,2012/7/18,男,4,.,CN,34
42262,2011/12/29,男,4,新疆,CN,31
52680,2010/4/7,女,4,辽宁,CN,30
44057,2012/6/16,男,4,辽宁,CN,45
56645,2007/7/13,男,4,广东,CN,59
55549,2010/10/25,女,4,香港,HK,33
6628,2012/7/26,男,4,辽宁,CN,61
29552,2007/6/30,女,4,北京,CN,41
58625,2010/4/22,男,4,,JP,44
37897,2012/11/26,男,4,上海,CN,43
44466,2011/9/30,男,4,北京,CN,30
57678,2008/10/22,男,4,四川,CN,53
8765,2007/7/15,男,5,黑龙江,CN,55
5874,2011/10/6,女,4,辽宁,CN,30
40294,2009/11/14,男,4,广东省,CN,40
42703,2012/8/2,男,4,上海,CN,39
15169,2011/11/16,男,4,广东,CN,38
4600,2011/7/23,男,4,江苏,CN,31
5709,2011/9/23,男,4,江西,CN,41
44703,2007/4/27,女,4,辽宁省,CN,47
6254,2012/3/31,男,4,广东,CN,37
45759,2006/6/9,男,4,河北,CN,66
9572,2006/3/21,男,4,广东,CN,41
5813,2012/7/27,女,4,广东,CN,34
9902,2006/12/1,男,4,广东,CN,41
36809,2006/8/18,女,4,广东,CN,39
34147,2012/11/22,男,4,广东,CN,29
2277,2005/8/9,男,4,上海,CN,37
31044,2011/7/28,男,4,云南省,CN,44
31127,2009/7/2,男,4,广东,CN,41
41328,2011/6/23,女,4,广东,CN,30
42642,2012/5/4,男,4,广东,CN,34
43102,2012/12/25,女,4,新疆,CN,52
12203,2008/4/14,男,4,北京,CN,55
5911,2012/11/16,女,4,Kumamoto-ken,JP,35
27320,2011/7/9,男,4,广东,CN,36
7125,2012/12/10,女,4,吉林省,CN,40
16443,2013/1/22,男,5,广东,CN,62
39878,2011/7/16,男,4,广东,CN,39
32658,2012/1/20,女,4,湖北,CN,35
14011,2011/5/24,男,4,云南,CN,33
58725,2010/8/13,男,4,湖北,CN,46
5326,2011/10/24,男,4,北京,CN,59
47836,2007/10/30,男,4,,SG,61
24134,2012/8/26,男,4,辽宁,CN,33
45853,2006/8/7,男,4,北京,CN,33
53859,2006/2/23,男,4,广东,CN,37
50131,2011/8/7,女,4,广西,CN,28
26603,2007/6/5,男,4,吉林,CN,35
38239,2005/7/31,男,4,广东,CN,40
20123,2004/11/30,男,4,,CN,42
33128,2012/7/10,男,4,广东,CN,57
37698,2012/4/1,女,4,广东,CN,34
29888,2007/11/20,男,4,北京,CN,47
61440,2013/2/27,男,4,辽宁,CN,44
33888,2012/8/29,女,4,HK,HK,30
57546,2009/7/7,男,4,吉林,CN,37
7902,2011/1/19,女,4,辽宁,CN,47
57737,2009/9/3,男,4,北京,CN,59
12530,2008/9/25,男,4,北京,CN,41
22076,2011/7/8,男,4,吉林,CN,73
42089,2013/2/24,男,4,广东省,CN,41
30149,2008/4/20,男,4,广东,CN,42
28883,2012/12/4,女,4,广东,CN,33
5429,2011/7/2,女,4,PRAI,CN,32
61501,2013/3/25,男,4,,MY,61
57153,2008/7/2,男,4,广东,CN,68
29872,2007/11/15,男,4,北京,CN,38
38870,2008/2/24,男,4,北京,CN,42
7621,2009/12/14,女,4,,CN,40
868,2006/10/22,男,4,,DE,57
11117,2005/4/12,男,4,,CN,50
16056,2012/10/31,女,4,河北,CN,29
1425,2010/9/21,男,4,江苏,CN,47
7062,2012/10/17,男,4,浙江,CN,41
11690,2007/8/12,女,4,北京,CN,43
56670,2007/8/25,男,4,北京,CN,43
7906,2012/9/2,男,4,上海,CN,62
60693,2012/7/5,男,4,北京,CN,28
34643,2009/10/17,男,4,,CN,38
30243,2008/6/30,男,4,SHIGA,JP,49
15643,2012/6/13,女,4,辽宁省,CN,30
42671,2012/8/20,男,4,辽宁,CN,41
56414,2005/10/10,男,4,广东,CN,60
25753,2009/9/27,男,4,辽宁省,CN,57
60946,2012/10/26,女,4,辽宁,CN,35
61323,2012/12/18,男,4,山东,CN,40
61307,2013/2/9,男,4,山东省,CN,36
2991,2007/12/29,男,4,北京,CN,32
28502,2010/12/14,女,4,广东,CN,30
62866,2006/3/30,男,4,四川,CN,41
50180,2012/7/26,男,4,陕西省,CN,55
18423,2011/9/7,男,4,,CN,31
45514,2013/1/15,女,4,广东,CN,35
38958,2007/12/29,女,4,广东省,CN,58
45150,2010/11/29,女,4,广东,CN,32
7817,2011/2/16,男,4,-,CN,34
11500,2007/5/17,男,4,广东,CN,51
30929,2009/7/28,男,4,湖北省,CN,35
45119,2010/11/17,男,4,广东,CN,42
1374,2010/3/11,男,4,,CN,37
55559,2010/11/1,男,4,浙江省,CN,51
20068,2013/2/11,女,4,北京,CN,25
6542,2012/8/24,男,4,广东,CN,48
58765,2010/10/30,男,4,北京,CN,41
32962,2011/12/5,女,4,湖北省,CN,27
44177,2011/4/2,男,4,辽宁,CN,32
60150,2011/11/10,女,4,新疆,CN,31
55872,2012/8/25,女,4,广东,CN,28
59170,2011/4/30,男,4,河南,CN,47
57859,2010/4/6,男,4,NEGERI SEMBILAN,MY,53
35736,2008/5/5,男,4,辽宁,CN,34
54081,2009/10/29,女,4,广东,CN,41
11917,2008/4/11,男,4,广东,CN,38
1491,2011/4/8,男,4,广东省,CN,37
45400,2012/5/29,男,4,广东,CN,34
10565,2011/10/20,男,4,山东,CN,47
62614,2007/11/24,男,4,辽宁,CN,44
42091,2011/12/6,男,4,广东,CN,29
58077,2009/6/23,男,4,广东,CN,41
10604,2011/11/7,男,4,上海,CN,48
60233,2012/3/21,女,4,.,CN,23
43962,2010/12/17,男,4,辽宁,CN,36
19750,2011/10/24,男,4,上海,CN,41
41525,2011/7/28,男,4,上海,CN,47
34750,2010/6/8,男,4,辽宁省,CN,43
43307,2013/3/1,男,4,Tokyo-to,JP,33
40282,2010/6/30,男,4,广东,CN,46
43026,2012/7/17,女,4,广东,CN,33
36095,2010/11/19,男,4,广东,CN,39
19541,2010/3/3,男,4,北京,CN,47
60176,2011/12/15,男,4,北京,CN,35
36290,2011/11/7,男,4,广东,CN,40
19758,2011/11/5,女,4,上海,CN,27
60897,2012/8/21,男,4,北京,CN,34
50107,2011/4/26,女,4,广东,CN,34
26037,2012/3/26,男,4,北京,CN,35
1770,2012/8/21,女,4,上海,CN,49
47017,2013/2/10,男,4,广东,CN,28
25737,2009/8/12,男,4,江苏,CN,61
22521,2011/1/20,男,4,ULSAN,CN,47
36529,2005/12/5,男,4,北京,CN,44
25234,2012/11/23,男,4,山东,CN,38
51871,2012/9/16,男,4,新疆,CN,46
56614,2007/7/1,男,4,北京,CN,50
49679,2010/3/27,男,4,广东,CN,33
17011,2012/3/19,女,4,辽宁省,CN,52
46789,2012/4/28,女,4,广东,CN,46
59550,2012/8/14,男,4,广东,CN,44
42938,2012/10/9,男,4,NORTH CARLINA,US,42
61173,2012/12/27,男,4,广东,CN,40
62024,2012/4/30,男,4,吉林,CN,43
39638,2008/11/15,男,4,,HK,42
46765,2012/4/1,男,4,上海,CN,30
2424,2007/7/11,女,4,河南,CN,48
1879,2012/12/13,女,4,,KH,35
8519,2006/1/4,男,4,北京,CN,
5464,2011/8/1,男,4,广东,CN,23
34003,2012/10/30,男,4,新疆,CN,30
43135,2012/10/25,男,4,广东,CN,30
50165,2011/1/30,男,4,广东,CN,61
28358,2009/7/6,男,4,TOKYO,JP,53
10745,2012/8/14,女,4,北京,CN,39
36701,2006/5/15,男,4,北京,CN,46
49191,2009/6/16,男,4,广东,CN,36
28872,2012/11/21,男,4,浙江,CN,38
61487,2013/3/25,男,4,PUSAT,CN,63
56849,2007/9/29,女,4,,SG,38
44604,2006/5/28,男,4,辽宁,CN,42
42685,2012/6/17,男,4,广东,CN,30
47156,2005/2/25,女,4,广东,CN,38
48511,2008/11/19,女,4,广东,CN,29
19933,2012/9/10,男,4,北京,CN,33
36239,2011/5/31,男,4,广东,CN,30
35540,2006/6/7,男,4,吉林,CN,47
7309,2013/1/20,女,4,NT,HK,59
56117,2005/1/4,男,4,,CN,48
42808,2012/8/8,男,4,上海,CN,40
28166,2007/4/8,男,4,江苏,CN,48
41092,2012/1/2,男,4,SHIZUOKA-KEN,JP,45
10317,2009/10/21,女,4,广东省,CN,34
9178,2011/2/21,男,4,北京,CN,35
16760,2010/2/2,男,4,辽宁,CN,32
37789,2012/8/24,男,4,北京,CN,31
51384,2012/6/11,女,4,上海,CN,32
61015,2012/9/9,男,4,山东,CN,40
33805,2012/9/27,女,4,-,HK,42
61524,2005/10/1,男,6,北京,CN,43
10488,2011/4/6,男,4,广东,CN,32
54708,2006/3/20,男,4,上海,CN,35
45169,2010/12/13,男,4,北京,CN,33
56037,2013/3/8,男,4,上海,CN,43
35324,2011/1/7,男,4,新疆,CN,37
28052,2007/1/11,男,4,贵州,CN,37
61167,2012/12/31,男,4,.,MO,33
502,2013/3/12,男,4,广东,CN,36
32617,2012/1/18,男,4,,CN,39
14508,2012/2/3,女,4,FUKUOKA-KEN,JP,29
42259,2011/12/28,男,4,青岛,CN,40
1027,2007/2/15,男,4,北京,CN,40
51078,2012/1/22,女,4,CA,CN,39
45989,2006/11/15,男,4,浙江,CN,39
55444,2009/11/7,男,4,广东,CN,32
61281,2012/12/31,女,4,.,CN,22
13879,2010/9/25,男,4,山东,CN,42
60820,2012/9/18,女,4,湖北,CN,40
7296,2013/2/20,男,4,新疆,CN,43
23729,2011/8/18,男,4,北京,CN,32
24135,2011/12/29,男,4,上海,CN,31
30270,2009/1/20,男,4,北京,CN,55
47666,2007/8/3,男,4,广东,CN,44
50144,2011/8/19,男,4,上海,CN,42
35022,2012/8/23,男,6,北京,CN,44
4751,2011/1/19,男,4,重庆,CN,44
6673,2012/8/27,男,4,上海,CN,29
3484,2009/4/29,男,4,上海,CN,40
22940,2012/1/20,男,4,广东,CN,42
31961,2011/9/7,女,4,广东,CN,55
56105,2004/12/15,女,4,上海,CN,49
16382,2013/1/4,女,4,.,CN,50
19781,2011/12/21,男,4,广东,CN,35
15527,2012/5/31,男,4,江苏,CN,35
6040,2011/8/24,男,4,无,CN,63
27807,2006/6/16,男,4,北京,CN,44
8345,2011/2/1,女,4,新疆,CN,50
23237,2011/3/23,男,4,四川,CN,30
49773,2012/10/12,男,4,福建,CN,26
23198,2011/4/18,男,4,日本,CN,43
9876,2006/10/28,男,4,广西,CN,54
8794,2008/1/10,男,4,黑龙江,BE,47
5715,2011/9/20,男,4,湖南,CN,51
7099,2012/12/8,女,4,广东,CN,27
48618,2008/8/17,女,4,湖北,CN,60
9425,2012/11/27,男,4,广东,CN,32
32743,2012/4/19,男,4,广东,CN,31
19080,2006/11/22,男,4,,TW,58
33738,2012/10/9,男,4,HYOGO-KEN,JP,46
60960,2012/10/18,女,4,乌兹别克斯坦,CN,38
43393,2013/3/2,男,4,江苏省,CN,55
54128,2010/10/29,女,4,广东,CN,33
60793,2012/8/3,女,4,珠海,CN,31
3247,2008/4/6,男,4,广东,CN,57
8001,2012/9/24,男,4,辽宁,CN,44
5336,2013/1/27,女,4,上海,CN,28
25237,2012/10/17,女,4,上海,CN,36
26910,2008/3/10,男,4,黑龙江,CN,73
52261,2012/12/21,男,4,上海,CN,36
21315,2010/4/30,男,4,海南,CN,42
56922,2007/12/6,男,4,重庆,CN,42
10413,2010/7/13,女,4,上海,CN,36
41362,2012/4/27,男,4,Seoul,KR,62
36467,2012/12/11,男,4,广东,CN,54
18816,2006/4/22,男,4,北京,CN,46
49813,2010/7/15,男,4,北京,CN,32
51676,2012/10/20,男,4,广东,CN,38
1029,2007/2/20,女,4,广东,CN,39
7814,2011/3/22,男,4,辽宁,CN,39
17416,2010/3/31,男,4,新疆自治区,CN,38
33193,2011/12/11,女,4,北京,CN,47
10487,2011/4/12,女,4,河南省,CN,33
4026,2009/2/7,女,4,广东,CN,36
33310,2012/6/29,男,4,湖北,CN,26
39036,2008/2/7,男,4,广东,CN,37
59011,2011/1/3,男,4,江苏,CN,33
859,2006/9/25,男,4,北京,CN,46
24584,2012/5/25,男,4,福建,CN,38
3730,2008/11/1,女,4,广东,CN,52
62792,2007/6/25,男,4,黑龙江省,CN,42
55252,2007/2/1,男,4,上海,CN,55
48374,2008/8/1,男,4,福建,CN,58
41514,2011/6/14,男,4,广东,CN,40
6224,2012/1/22,男,4,广东,CN,33
14218,2011/6/8,男,4,吉林,CN,54
13497,2010/2/7,男,4,湖南,CN,38
58957,2012/5/11,男,4,广东,CN,40
4310,2010/3/24,男,4,上海,CN,42
39009,2008/2/20,女,4,广东,CN,34
52477,2013/3/11,女,4,广东,CN,25
61959,2011/4/17,男,4,辽宁,CN,50
40030,2009/1/5,女,4,辽宁,CN,45
49420,2009/12/22,男,4,上海,CN,52
896,2006/11/1,男,4,北京,CN,42
34522,2009/11/12,男,4,辽宁,CN,40
25515,2013/2/7,女,4,新疆,CN,56
21567,2008/11/7,女,4,四川,CN,54
20807,2007/8/16,男,4,北京,CN,47
33459,2012/6/10,男,4,江苏,CN,25
56401,2005/9/23,男,4,北京,CN,75
61544,2010/8/30,男,4,陕西,CN,65
17217,2009/7/5,男,4,辽宁,CN,40
11764,2007/10/18,男,4,,MV,57
30164,2008/4/8,男,4,广东,CN,47
40966,2010/11/18,男,4,广东,CN,37
12806,2010/10/26,男,4,广东,CN,66
37788,2012/8/24,男,4,湖南,CN,29
37478,2010/10/7,男,4,四川,CN,37
56600,2007/10/5,男,4,湖南,CN,34
33066,2012/11/24,男,4,陕西,CN,31
21053,2008/4/9,男,4,天津,CN,43
62604,2007/11/15,男,4,辽宁,CN,40
3387,2008/6/1,女,4,湖北,CN,42
17632,2006/3/24,男,4,辽宁,CN,47
23638,2012/1/13,男,4,辽宁,CN,33
58901,2010/12/24,男,4,北京,CN,46
42881,2012/8/9,男,4,辽宁,CN,23
