会员卡号,积分兑换次数,总精英积分,总基本积分,年平均基本积分,BEGIN_TO_FIRST,总累计积分
46206,0,0,8818,1102.25,106,8818
13928,0,0,8528,1066,26,10028
9687,0,0,9879,1234.875,128,9879
17577,0,0,8965,1120.625,39,8965
34659,0,0,9205,1150.625,48,9205
11557,0,0,9550,1193.75,24,10438
23031,0,0,7796,974.5,78,7796
43759,0,0,9058,1132.25,99,9058
54380,0,0,7558,944.75,49,14211
56525,0,0,9861,1232.625,270,11016
16270,0,0,8133,1626.6,0,8133
6536,0,0,9608,1201,25,11321
16290,0,0,8143,1628.6,0,8143
16749,1,0,7950,993.75,170,7950
62405,0,0,7945,993.125,82,7945
29617,4,0,8954,1119.25,55,8954
11399,0,2670,10737,1342.125,269,13407
15241,0,0,8890,1111.25,15,8890
8630,1,0,9396,1174.5,35,9396
46418,0,0,7886,985.75,38,7886
46273,0,0,11287,1410.875,10,11287
36546,0,0,8608,1076,67,8608
23751,0,0,7902,1128.857143,0,7902
39094,0,0,5756,719.5,108,5756
60784,0,0,6729,961.2857143,50,6729
45902,2,0,12946,1618.25,383,12946
5413,0,0,7649,956.125,211,7649
21324,0,0,9874,1234.25,6,9874
22118,0,0,10735,1341.875,178,10735
26508,0,0,8555,1069.375,13,8555
21539,2,0,8850,1106.25,11,34450
56287,0,0,10100,1262.5,15,10100
62455,0,0,8353,1044.125,75,11152
27817,0,0,10381,1297.625,20,10381
12668,0,0,10877,1359.625,18,10877
22199,0,0,8910,1113.75,141,8910
52837,0,0,11960,1708.571429,4,11960
50250,0,0,9904,1238,23,9904
23626,0,0,8587,1073.375,56,8587
30703,0,0,11350,1418.75,410,11350
2320,1,0,7334,916.75,115,15100
853,0,0,10523,1315.375,20,10523
45798,0,0,11834,1479.25,133,11834
76,0,0,7606,950.75,7,9873
33355,0,0,8681,1085.125,17,8681
61012,0,0,10688,2137.6,48,12224
5068,0,0,10375,1296.875,39,10375
5960,0,0,9817,1227.125,0,10617
54797,0,0,9518,1189.75,3,9518
30212,0,0,8324,1040.5,29,9459
50015,0,0,8637,1079.625,2,8895
45699,0,0,8765,1095.625,153,8765
10932,0,0,7480,1496,19,7480
36255,0,0,11112,1389,443,15160
981,0,0,9954,1244.25,484,9954
30729,0,0,9296,1162,359,9296
54620,0,0,9467,1183.375,31,11652
27855,0,0,6658,832.25,22,6658
34065,0,0,9218,1536.333333,0,9218
40900,0,0,11141,1392.625,21,11141
25061,0,0,8825,1260.714286,0,8825
20892,3,0,5897,737.125,190,60897
33057,0,0,8547,1068.375,284,8547
41927,0,0,8162,1020.25,16,8162
61937,2,0,9706,1213.25,118,11340
40509,0,0,8000,1000,212,8000
10796,3,0,9682,1613.666667,51,43124
53057,0,0,6305,788.125,29,6305
56794,0,0,8755,1094.375,17,8755
1725,0,0,10138,1448.285714,120,10138
50029,0,0,8564,1070.5,132,8564
62563,3,0,9732,1216.5,15,9732
57773,0,0,8107,1013.375,152,8107
51487,0,0,9951,1421.571429,1,9951
14749,0,0,9079,1134.875,448,9849
19276,0,0,7655,956.875,502,7655
41586,0,0,10003,1250.375,12,10003
20743,0,0,6814,851.75,54,6814
3024,0,0,9529,1191.125,40,9529
47332,0,0,9133,1141.625,0,9133
27081,0,0,4901,612.625,6,5101
60637,0,0,9153,1144.125,0,9153
34670,0,0,6878,982.5714286,23,6878
58893,0,0,9196,1149.5,8,9196
53587,0,0,8080,1010,22,8080
33348,0,0,8228,1028.5,0,8228
34700,0,0,10099,1262.375,283,11796
9718,0,0,7249,906.125,19,7249
58730,0,0,8214,1026.75,377,8214
31047,0,0,8942,1117.75,153,8942
53731,0,0,10140,1267.5,18,13157
36610,0,0,8013,1001.625,280,11005
34500,0,0,5998,1199.6,0,5998
44226,0,0,6957,869.625,45,6957
32503,1,0,8082,1010.25,25,8082
25972,0,0,7665,958.125,534,7665
55487,0,0,11736,1467,162,11736
6666,0,0,7169,896.125,0,7969
35171,0,0,7549,943.625,62,7549
33166,0,0,10716,1339.5,627,13680
58516,0,0,6929,866.125,192,10151
45483,0,0,8992,1498.666667,32,24479
50196,0,0,8600,1228.571429,5,8600
61468,0,0,9895,1979,0,9895
18924,0,0,7576,947,77,7576
37842,0,0,5531,921.8333333,2,5531
38943,0,0,8902,1112.75,482,8902
2560,0,0,9734,1216.75,291,9734
39756,0,0,6937,867.125,25,6937
61009,0,0,6956,993.7142857,0,6956
55339,1,1697,9972,1246.5,129,13169
21556,0,0,10809,1351.125,223,10809
31025,0,0,7396,924.5,463,7396
39877,0,0,9051,1131.375,15,9051
25285,0,0,10014,1669,0,10014
21480,1,0,9653,1206.625,52,9653
43547,0,0,7828,1565.6,0,7828
33613,0,0,8142,1163.142857,68,8142
40262,0,0,9162,1145.25,114,9162
16101,0,0,9441,1573.5,136,9941
41557,0,0,9289,1161.125,66,9289
61642,0,0,7666,958.25,37,7666
2927,0,0,6030,753.75,369,6030
3004,0,0,6030,753.75,225,6030
24942,0,0,6030,861.4285714,0,6030
29881,0,0,6030,753.75,320,6030
42123,0,0,10680,1335,26,10680
42778,0,0,9092,1298.857143,0,9092
8545,2,0,9772,1221.5,306,27837
51576,0,0,10221,1277.625,141,11109
50365,0,0,6846,1141,0,6946
48346,0,0,10503,1312.875,44,23539
28158,0,0,10135,1266.875,486,11371
9111,0,0,11829,1478.625,8,12513
20220,0,0,10112,1264,82,10112
37,0,0,8529,1066.125,167,11252
48784,3,0,7932,991.5,83,7932
46728,0,0,9795,1224.375,89,9795
11448,0,0,11351,1418.875,226,11351
2226,0,0,5998,749.75,367,5998
12669,0,0,5998,749.75,157,5998
13789,0,0,5998,749.75,1,5998
14595,0,0,5998,749.75,204,5998
19329,0,0,5998,749.75,142,5998
29954,0,0,5998,749.75,101,5998
32911,0,0,5998,749.75,11,5998
38814,0,0,5998,749.75,143,5998
49202,0,0,5998,749.75,357,5998
61408,0,0,5998,1199.6,29,5998
29116,0,0,10901,1362.625,15,10901
46051,0,0,10772,1346.5,413,10772
18642,0,0,6672,1334.4,40,8166
24896,0,0,7994,1142,0,7994
31297,0,0,10202,1275.25,224,10202
44208,0,0,8409,1681.8,0,8409
24392,0,0,7793,1113.285714,0,7793
46687,0,0,8518,1064.75,154,8518
12897,0,0,9842,1230.25,148,10342
21723,0,0,12012,1501.5,3,12012
58382,0,0,10498,1312.25,6,10498
44917,0,0,8912,1114,53,8912
9107,0,0,9097,1137.125,17,17356
23034,0,0,9029,1128.625,516,9029
11505,0,0,8247,1030.875,3,8247
2697,0,0,5886,735.75,25,5886
49753,0,0,9197,1149.625,49,9197
55310,2,0,10568,1321,69,27468
36382,0,0,11051,1381.375,107,13140
11190,0,0,8809,1101.125,167,10309
33070,0,0,7293,911.625,71,7293
14841,0,0,10066,1438,0,10066
39728,0,0,8819,1102.375,91,8819
40889,0,0,10154,1269.25,254,11654
60706,0,0,10417,1488.142857,0,10417
28287,0,0,8896,1112,42,11114
58513,0,0,8214,1026.75,26,8800
3101,0,0,9127,1140.875,94,9127
6862,0,0,10529,1504.142857,105,10529
4655,1,0,10279,1284.875,50,10812
58442,0,0,9314,1164.25,229,11714
18540,0,0,9988,1426.857143,4,12837
57552,0,0,6615,826.875,75,6615
59091,0,0,9841,1230.125,114,9922
46651,0,0,7673,959.125,2,7673
43943,0,0,7297,912.125,66,7297
31723,0,0,7928,991,175,7928
44454,0,0,7576,947,10,7576
54205,0,0,8043,1005.375,140,9703
56868,0,0,7339,917.375,13,7339
48353,0,0,8100,1012.5,5,8100
51266,0,0,7118,889.75,0,7118
55005,0,0,8915,1114.375,67,8915
1734,0,0,7237,1033.857143,386,7237
32249,0,0,9683,1210.375,212,9683
21331,0,0,7386,923.25,284,7386
29571,0,0,6943,867.875,50,6943
30817,0,0,8807,1100.875,78,8807
28381,0,0,5998,749.75,195,5998
15550,0,0,10269,1711.5,0,10269
54388,0,0,6939,867.375,60,14478
19801,0,0,7327,915.875,74,7327
25427,0,0,10540,2108,53,10540
37507,0,0,9476,1184.5,24,9476
21672,1,0,9660,1207.5,21,9660
27667,0,0,8921,1115.125,17,9021
43728,0,0,9540,1192.5,108,9540
28480,0,0,6896,862,13,6896
60590,0,0,9878,1234.75,0,9878
61142,0,0,8865,1477.5,0,8865
42314,0,0,7760,970,0,7760
40284,0,0,9156,1144.5,4,9156
10427,1,0,9960,1245,166,9960
3625,0,0,8589,1073.625,221,8589
28123,1,0,8504,1063,107,9037
36281,0,0,9148,1143.5,89,10668
2613,0,0,9564,1195.5,10,14813
42517,0,0,7671,958.875,28,14320
57402,0,0,9570,1196.25,12,14094
36411,0,0,10241,1463,79,10591
32727,0,0,10287,1285.875,54,10287
32670,0,0,8605,1075.625,27,8605
35079,0,0,6588,941.1428571,61,6588
5807,0,0,8803,1257.571429,0,8803
20212,0,0,8613,1076.625,361,8613
9284,1,0,10017,1252.125,45,17812
48918,0,0,7865,983.125,137,7865
62446,0,0,6404,800.5,239,6404
54935,0,0,8742,1092.75,81,8742
25185,0,0,8993,1498.833333,10,8993
62243,0,0,9596,1919.2,6,9596
37289,0,0,7486,935.75,11,7486
8799,2,0,9470,1183.75,118,10412
7909,0,0,8202,1025.25,414,8202
3272,0,0,4464,558,50,5680
24195,0,0,8532,1218.857143,0,8532
32140,0,0,10163,1270.375,119,10163
52876,1,0,9384,1173,76,13996
28040,0,0,9731,1216.375,86,9731
58552,0,0,9194,1149.25,331,9194
57889,0,0,9681,1210.125,67,9781
53361,0,0,5360,670,82,5360
21082,0,0,10224,1278,30,48748
56677,0,0,7700,962.5,124,17454
16771,0,0,9474,1184.25,305,9474
5754,0,0,7074,884.25,65,7074
55594,0,0,7836,979.5,39,7836
34109,0,0,9000,1500,131,11200
58277,1,0,7668,958.5,45,9495
58909,0,0,7532,941.5,91,7690
33772,0,0,11060,1580,0,11060
10419,0,0,7468,933.5,180,7468
23117,0,0,9345,1168.125,199,9345
34370,0,0,7095,1419,108,7095
17543,0,0,10109,1263.625,675,10109
12725,0,0,7368,921,164,7368
4762,0,0,6604,825.5,113,6604
42621,0,0,8764,1095.5,0,8764
19122,0,0,8291,1036.375,10,8291
28709,0,0,9727,1215.875,3,14796
9340,0,0,9673,1209.125,31,17619
48941,0,0,8808,1101,70,8808
25915,0,0,10075,1259.375,161,10075
48432,0,0,9157,1144.625,424,9157
12959,0,0,8934,1116.75,47,8934
58924,0,0,8344,1043,145,8344
37398,0,0,9572,1196.5,165,13221
7663,0,0,9324,1165.5,48,9324
21950,1,0,9854,1231.75,24,12254
23901,0,0,9989,1664.833333,0,9989
45943,0,0,9646,1205.75,8,25963
59946,0,0,9743,1217.875,9,9743
60447,0,0,10222,1277.75,22,10222
58631,0,0,8971,1121.375,145,8971
11640,1,0,9650,1206.25,143,9650
53549,0,0,9003,1125.375,4,9003
28038,0,0,7578,947.25,58,7578
35184,0,0,10703,1337.875,1,10703
731,0,0,10204,1275.5,69,10204
60582,0,0,7732,966.5,0,7732
7112,0,0,8843,1768.6,1,8843
34455,0,0,9792,1958.4,0,9792
10075,0,0,8737,1092.125,391,10521
3283,0,0,8944,1118,102,10444
29348,0,0,10188,1273.5,53,10721
13911,0,0,7107,888.375,14,7107
58979,0,0,11817,1477.125,316,13317
24337,0,0,9673,1381.857143,41,10191
49854,0,0,10168,1271,73,10168
5208,0,0,7700,962.5,43,7700
27926,0,0,9016,1127,47,12915
3852,1,0,7519,939.875,167,8019
31565,0,0,9008,1126,8,9508
14297,0,0,8280,1035,76,8280
27844,0,0,8671,1083.875,1,15595
45653,1,0,9861,1232.625,3,9861
20467,0,0,10564,1320.5,24,10564
18236,0,0,10586,1323.25,168,26504
5770,0,0,5944,743,24,5944
34251,0,0,8086,1347.666667,0,8086
59651,0,0,8722,1090.25,163,8722
9600,1,0,9859,1232.375,46,9859
49946,0,0,8779,1097.375,26,8779
14628,0,0,7664,958,76,7664
42217,0,0,10198,2039.6,83,10198
22611,5,0,9012,1126.5,173,71989
3489,1,0,9208,1151,21,9208
47545,0,0,8852,1106.5,1,8852
28582,0,0,6373,796.625,39,6373
54722,0,0,11260,1407.5,62,11260
48733,0,0,11381,1422.625,28,11881
20638,0,0,10463,1307.875,10,10463
10394,0,0,7631,953.875,118,7631
13559,0,0,9493,1186.625,258,9493
5669,0,0,9268,1158.5,16,9268
14598,0,0,9561,1195.125,6,9561
7462,0,0,10228,1704.666667,0,10228
26929,0,0,11393,1424.125,252,11393
10194,0,0,9784,1223,195,9784
33170,1,0,8143,1017.875,43,8597
37207,0,0,12632,1579,27,12632
16499,0,0,10262,2052.4,0,10262
58910,0,0,10409,1301.125,93,10409
50691,0,0,7834,979.25,18,8122
52859,0,0,9083,1135.375,72,9083
61796,0,0,9028,1128.5,45,9028
18740,0,0,8159,1019.875,96,8159
5935,0,0,9084,1135.5,24,9084
47559,0,0,9480,1185,347,9480
29251,0,0,10663,1332.875,64,22322
42776,0,0,7023,1404.6,0,7023
60878,0,0,10214,1459.142857,0,10214
23437,0,0,6242,780.25,54,6342
46861,0,0,7760,1108.571429,19,7760
33813,0,0,7503,1071.857143,0,7503
19653,1,0,8003,1000.375,46,9503
53216,0,0,7920,990,5,7920
5563,0,0,5361,670.125,234,12061
31285,0,0,8304,1038,79,8304
4127,0,0,7384,923,0,7384
12377,0,0,9431,1178.875,21,9431
22970,0,0,8607,1075.875,118,8607
40432,1,0,9810,1226.25,54,9810
59462,0,0,7556,944.5,95,7556
42164,0,0,10262,1282.75,254,11964
32276,0,0,8645,1080.625,39,8645
39274,2,0,9755,1219.375,23,18771
6708,0,0,8345,1192.142857,0,8345
31233,0,0,8889,1111.125,168,8889
19240,0,0,8368,1046,38,8368
60636,0,0,7689,961.125,0,7689
43777,0,0,6885,860.625,91,6885
59656,0,0,6989,873.625,129,6989
29949,0,0,7818,977.25,32,7818
13281,0,0,7906,988.25,196,7906
62923,0,0,6385,798.125,130,6385
647,0,0,9149,1143.625,126,9149
36223,0,0,10004,1250.5,75,24025
32273,0,0,9857,1232.125,172,9857
15480,0,0,8482,1060.25,0,8482
62207,0,0,7878,984.75,29,7878
54236,0,0,8107,1013.375,112,8155
42237,0,0,9181,1147.625,114,9181
32073,0,0,6160,770,69,6160
36476,0,0,8885,1480.833333,64,9521
16079,0,0,8832,1766.4,0,8832
43554,0,0,9082,1816.4,64,9082
16009,0,0,9384,1340.571429,47,9569
6626,0,0,10917,1559.571429,0,10917
2017,0,0,8866,1108.25,2,12466
4488,0,0,9571,1196.375,142,9571
40924,0,0,9002,1125.25,102,9002
29232,2,0,9045,1130.625,45,9045
60230,0,0,9045,1130.625,311,9045
16072,0,0,8603,1433.833333,0,8603
25558,0,0,10204,2040.8,20,10204
14589,0,0,9484,1185.5,85,9484
5575,0,0,7713,964.125,69,7713
19967,0,0,9780,1630,168,9780
10531,0,0,5476,684.5,1,5476
11429,0,0,8715,1089.375,23,8715
36707,0,0,8494,1061.75,48,8494
12483,2,0,10723,1340.375,43,24681
62203,0,0,9237,1154.625,34,9237
1234,0,0,10124,1265.5,25,10124
55769,0,0,7812,976.5,26,7812
13085,0,0,7971,996.375,20,7971
50814,0,0,8758,1094.75,42,8758
3903,0,0,5016,627,5,7116
1673,0,0,8028,1003.5,18,8028
45597,1,0,9057,1132.125,177,9057
58929,0,0,6987,873.375,24,6987
35647,0,0,9325,1165.625,11,9325
2370,0,0,9020,1127.5,2,12861
23191,0,0,9846,1230.75,58,9846
15386,0,0,6783,847.875,23,6783
29682,1,0,8911,1113.875,18,27258
44455,0,0,9728,1216,115,10228
37740,0,0,10189,1273.625,23,10189
4054,0,0,7913,989.125,14,16284
26604,0,0,7542,942.75,222,16542
41508,0,0,7516,939.5,340,7516
41733,0,0,9840,1230,0,9840
60288,0,0,7459,932.375,132,7459
26731,1,0,7766,970.75,71,7766
35914,0,0,7163,895.375,21,8213
61756,0,0,7243,905.375,136,7248
34120,0,0,6766,1353.2,0,6809
10263,0,948,8488,1061,29,9436
7205,0,0,9906,1651,65,9906
52785,0,0,8657,1082.125,79,8657
30203,0,0,7589,948.625,247,7589
28548,0,0,8407,1050.875,16,11152
13677,0,0,10393,1299.125,97,10393
149,0,0,7942,992.75,17,10619
20243,1,0,8763,1095.375,0,8763
53527,0,0,8959,1119.875,43,8959
8572,4,0,9348,1168.5,166,9348
26127,0,0,8378,1396.333333,0,8378
22993,0,0,9468,1183.5,53,9468
39299,0,0,9531,1191.375,107,10331
48484,0,0,10386,1298.25,47,10386
10211,0,0,8407,1050.875,25,8407
33204,1,0,5910,738.75,105,7410
1179,0,0,9215,1151.875,18,9215
5645,0,0,10160,1270,5,14160
18847,0,0,8285,1035.625,46,8285
32591,0,0,9544,1193,41,10164
48761,0,0,11259,1407.375,4,11259
13663,0,0,9168,1146,20,9168
44661,0,0,9680,1210,23,9680
58398,0,0,8979,1122.375,249,8979
46497,0,0,8446,1055.75,6,8446
8244,0,0,9764,1220.5,115,9764
25208,0,0,7606,1267.666667,0,7606
21847,0,0,9782,1222.75,484,13042
46807,0,0,9232,1154,189,9232
40050,0,0,8528,1066,406,8528
9966,0,0,7580,947.5,106,7580
23081,0,0,9047,1130.875,26,9047
36827,2,0,9365,1170.625,18,10865
42302,0,0,9742,1217.75,3,9742
20508,0,0,10093,1261.625,45,10593
54818,0,0,10467,1308.375,27,32167
46231,0,0,10400,1300,114,12535
36331,0,0,8732,1091.5,502,13237
11887,0,0,10106,1263.25,1,10106
41609,0,0,9789,1223.625,2,11289
36535,0,0,7413,926.625,55,7413
24831,0,0,8845,1769,89,8845
50936,0,0,9779,1222.375,86,9779
37059,0,0,6987,873.375,3,6987
48065,0,0,6467,808.375,567,11334
43834,0,0,6355,794.375,238,6355
58291,0,0,9091,1136.375,269,9091
29244,0,0,7531,941.375,6,7531
13158,0,0,6877,859.625,291,14999
53821,0,0,9409,1176.125,85,9409
31103,0,0,9843,1230.375,27,9843
24162,0,0,7756,969.5,67,7756
54270,1,0,5677,709.625,95,11344
8565,1,0,8581,1072.625,47,8581
17143,0,0,9022,1503.666667,1,9022
23318,0,0,7716,964.5,55,7716
36646,2,0,9079,1134.875,475,14679
61124,0,0,9047,1507.833333,0,9539
39407,0,0,10179,1272.375,48,11209
2328,0,0,9008,1126,26,9008
20936,0,0,5998,749.75,337,5998
50301,0,0,5998,749.75,350,5998
47494,0,0,6348,793.5,53,11542
11241,0,0,6646,830.75,161,6646
59747,0,0,10296,1287,6,10296
47035,0,0,8756,1751.2,162,11103
51880,0,0,10344,1477.714286,0,14283
17357,0,0,10283,1469,0,11418
27520,0,0,7414,1235.666667,132,9184
35417,0,0,8624,1078,270,11771
12087,0,0,9990,1248.75,17,9990
58515,0,0,8927,1115.875,25,8934
6423,0,0,9881,1235.125,0,9881
38032,1,0,6253,781.625,10,6253
56555,0,0,10623,1327.875,10,12123
4332,0,0,9627,1203.375,50,9627
7784,0,0,8786,1098.25,69,8786
46557,0,1781,10144,1268,96,11925
57157,0,0,9576,1197,86,9576
33110,0,0,8221,1027.625,240,8221
20087,0,0,10295,2059,11,10295
13435,0,0,6383,797.875,7,6383
52018,0,0,9310,1330,0,9310
44631,1,0,9395,1174.375,34,10895
11466,0,0,9356,1169.5,68,9356
22509,0,0,9582,1197.75,104,12651
42951,0,0,7805,1300.833333,31,7805
58735,0,0,7464,933,26,7464
62601,0,0,9122,1140.25,175,9122
2763,2,0,9269,1158.625,34,10869
12568,0,0,9659,1207.375,29,10034
20700,0,0,9174,1146.75,60,9174
20948,0,0,5360,670,49,5360
61622,0,0,9495,1186.875,11,9495
5726,0,0,7738,967.25,17,7738
39726,0,0,9756,1219.5,91,9756
7825,3,0,9063,1132.875,199,40019
57732,0,0,6359,794.875,463,6359
10484,0,0,11049,1381.125,117,11049
55452,0,0,8305,1038.125,1,9805
33865,0,0,8251,1178.714286,0,8251
18691,3,0,9165,1145.625,32,11030
30839,1,0,8574,1071.75,48,9074
16576,0,0,9298,1859.6,0,9298
33591,0,0,10334,1476.285714,0,10334
5742,0,0,7906,988.25,33,7906
51809,0,0,8646,1235.142857,21,8646
3163,0,0,8932,1116.5,99,8932
37905,0,0,9453,1890.6,29,9453
35408,0,0,7775,971.875,119,7775
41745,0,0,6590,823.75,25,6590
12743,0,0,10117,1264.625,1,10117
59554,0,0,8143,1017.875,195,8143
36703,0,0,8822,1102.75,72,8822
4951,0,0,10174,1271.75,53,10174
6215,0,0,6227,778.375,436,6227
27684,1,0,8542,1067.75,24,8542
18240,0,0,8527,1065.875,20,10014
30050,2,0,8657,1082.125,8,8657
43593,0,0,6783,1356.6,0,6783
6197,0,0,8652,1236,0,8652
24221,0,0,9282,1547,117,9282
30389,0,0,10090,1261.25,75,10090
49638,0,0,7699,962.375,72,9199
55237,0,0,8150,1018.75,14,8150
7198,0,0,10142,2028.4,46,10142
45125,1,0,8659,1082.375,145,19571
62171,0,0,5657,707.125,0,6457
6098,0,0,8736,1092,122,8736
29965,0,0,9055,1131.875,5,9055
62278,0,0,7290,911.25,205,7790
18798,1,0,8427,1053.375,40,8427
51199,0,0,5619,702.375,98,5619
36029,0,0,9344,1168,71,20944
36233,5,0,8405,1050.625,89,26167
53471,0,0,10337,1292.125,106,10337
44362,0,0,10597,1324.625,12,16871
33559,0,0,8143,1163.285714,0,8143
10647,0,0,8975,1121.875,15,10475
36050,0,0,6095,761.875,124,27995
22813,0,0,8010,1001.25,142,8010
5414,0,0,7845,980.625,300,7845
41672,0,0,9190,1148.75,31,9190
3960,0,0,10455,1306.875,418,10455
4974,0,0,10589,1323.625,206,10589
61010,0,0,9680,1382.857143,0,9680
18342,0,0,7702,962.75,174,14194
51947,0,0,8442,1206,0,8442
60154,0,0,9760,1220,2,9760
2868,1,0,9057,1132.125,0,9057
12498,0,0,8431,1053.875,145,8431
29833,0,0,6556,819.5,263,6556
28618,0,0,7569,946.125,12,7569
60976,0,0,4530,647.1428571,5,4530
20264,1,0,10895,1361.875,68,11194
8424,1,0,10715,1339.375,199,10715
7030,0,0,9732,1622,0,9732
36006,1,0,6214,776.75,39,17214
24251,0,0,7887,985.875,56,7887
29358,0,0,6548,818.5,141,8048
55282,0,0,9138,1142.25,131,9138
35761,0,0,8315,1039.375,6,8654
32985,0,0,8342,1042.75,155,8342
4250,0,0,11209,1401.125,37,11209
11902,0,0,8807,1100.875,69,8807
58903,0,0,8346,1043.25,186,8346
56622,2,0,10268,1283.5,35,10268
3447,0,0,8787,1098.375,17,17143
37973,0,0,10303,2060.6,38,10303
6195,0,0,10997,1374.625,219,10997
6093,0,0,10167,1270.875,6,10267
17946,0,0,9444,1180.5,294,9444
25801,0,0,8179,1022.375,46,8467
3452,0,0,8134,1016.75,141,8134
41110,0,0,8837,1104.625,142,8837
57834,0,0,3772,471.5,363,3772
42485,0,0,7949,993.625,0,7949
19029,0,0,8975,1121.875,88,8975
16831,0,0,7133,891.625,3,8633
26683,1,0,8658,1082.25,72,8658
19489,0,0,9526,1190.75,227,9626
54578,1,0,8577,1072.125,71,16701
36103,0,0,8187,1023.375,114,11476
45314,0,0,6833,854.125,668,6833
29140,1,0,8527,1065.875,35,8527
4259,0,0,7668,958.5,304,7668
13515,0,0,9362,1170.25,103,9362
41234,0,0,7597,949.625,55,7597
61791,0,0,7692,961.5,25,7692
13922,1,0,8061,1007.625,90,8061
37569,0,0,5998,749.75,370,5998
40687,0,0,5998,749.75,23,5998
9301,0,0,7910,988.75,243,7910
32620,0,0,10221,1460.142857,230,10221
23815,0,0,8393,1049.125,9,8393
37053,0,0,9898,1237.25,95,9898
15101,0,0,8105,1013.125,2,8105
5306,0,0,7189,898.625,6,7189
59661,0,0,10139,1267.375,168,10139
44893,0,0,8316,1039.5,4,8316
47293,0,0,8246,1030.75,12,8246
31634,0,0,7656,957,44,7656
20505,0,0,6503,812.875,132,6503
6623,0,0,9316,1164.5,0,9316
13489,0,0,9569,1196.125,89,9569
8333,0,0,10483,1310.375,523,10483
59109,0,0,7774,971.75,100,7774
1312,0,0,10071,1258.875,113,11571
50319,0,0,10338,1292.25,165,10338
61606,0,0,10326,1290.75,56,10820
41293,0,0,5840,730,239,5840
7707,0,0,7292,911.5,66,7392
8812,0,0,7521,940.125,50,7521
56101,0,2550,30100,3762.5,1,32650
58250,0,0,9817,1227.125,110,9817
24685,0,0,9526,1190.75,59,9526
59057,0,0,8622,1077.75,3,12946
36923,0,0,8415,1051.875,205,8415
47007,0,0,8199,1639.8,51,8199
11106,0,0,8552,1069,9,9453
42048,0,0,8147,1018.375,426,8147
4865,0,0,6332,791.5,67,6432
7591,0,0,8464,1058,94,8464
55400,1,0,8423,1052.875,7,20712
4406,0,0,9846,1230.75,51,9846
23667,0,0,7247,905.875,411,7247
14722,0,0,9856,1232,0,9856
62908,0,0,7883,985.375,171,7883
14135,0,0,6540,817.5,128,6640
38141,0,0,8142,1017.75,212,8142
40949,1,0,7197,899.625,45,7197
40671,0,0,10417,1302.125,16,10417
20857,0,0,10346,1293.25,290,13805
40024,0,0,8400,1050,4,8400
60816,0,0,8473,1412.166667,0,8473
20293,0,0,9645,1205.625,137,9645
40886,0,0,8401,1050.125,95,8401
48989,0,0,8876,1109.5,25,8876
52728,0,0,9250,1156.25,173,9250
3234,0,0,6326,790.75,171,6536
25264,0,0,8272,1378.666667,0,8272
50776,0,0,6721,840.125,1,6721
60295,0,0,7395,924.375,23,7395
28992,0,0,8782,1756.4,24,8782
44470,0,0,7474,934.25,0,8474
14890,0,0,9650,1206.25,108,9650
51997,0,0,7679,1279.833333,9,7679
727,1,0,7347,918.375,8,15347
61196,0,0,8851,1475.166667,0,8851
9656,0,0,10178,1272.25,22,13278
53299,0,0,9814,1226.75,413,10314
51077,0,0,8484,1060.5,28,8484
40845,0,0,5456,682,166,5456
55801,0,0,9343,1167.875,26,9755
14779,0,0,10290,1286.25,83,11827
45010,0,0,6845,855.625,61,6845
25847,0,0,10352,1294,64,10352
35590,10,356,9730,1216.25,46,10886
16490,0,0,10152,2030.4,0,10152
18947,0,0,7961,995.125,60,7961
25698,0,0,8936,1276.571429,22,8936
24721,0,0,7438,929.75,176,7438
44639,2,0,8664,1083,52,8664
38255,1,0,7295,911.875,19,7295
19790,1,0,7650,956.25,80,9150
30584,0,0,9011,1126.375,82,9011
48905,0,0,8495,1061.875,469,8495
31101,0,0,8850,1106.25,182,12660
24292,0,0,8273,1034.125,19,8273
41215,0,0,9730,1216.25,70,11230
55025,0,0,10076,1259.5,285,10076
24854,0,0,10811,1544.428571,217,10811
48214,0,0,6079,759.875,23,6079
1740,0,0,8391,1198.714286,25,8391
50290,0,0,9264,1158,100,9264
4662,0,0,9108,1138.5,32,9108
16254,0,0,7180,1436,9,7180
44081,0,0,8846,1105.75,0,9646
31211,0,0,8483,1060.375,410,9483
10613,0,0,8698,1087.25,3,8698
44260,0,0,9143,1142.875,2,9143
50621,0,0,9446,1180.75,1,9446
6336,0,0,7604,950.5,0,7604
42264,0,0,7324,915.5,20,7324
15687,0,0,9794,1224.25,0,9794
34340,0,0,8611,1722.2,0,8611
47270,0,0,5464,683,22,8860
43885,2,0,10640,1330,113,10640
7019,0,0,8483,1413.833333,0,8483
53285,0,0,8020,1002.5,158,8020
24349,0,0,11856,1693.714286,16,11856
28850,0,0,8266,1377.666667,35,8266
2421,0,0,10196,1274.5,17,10196
27252,0,0,9726,1215.75,99,11140
33471,0,0,7834,979.25,0,7834
32529,0,0,9077,1296.714286,17,9077
32716,0,0,8754,1094.25,50,8754
61927,0,0,6984,997.7142857,42,6984
33067,0,0,8954,1492.333333,0,10004
21153,0,0,7048,881,95,7048
46034,0,0,6917,864.625,83,6917
5526,0,0,7200,900,18,7200
18337,0,0,8207,1025.875,375,8763
33158,0,0,8435,1687,0,8435
43124,0,0,10398,1733,0,10398
4420,0,0,8295,1036.875,3,9795
